Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9436917,-,-,-,-5.8,-35.21,0,37,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2023,1,1,0,0,26.5,0.64,0.083,0.64,0,0,0,0,7,23.8,0,0,0,0,0.269,85.33,134.51,0.9500000000000001,0.16,1012,3.9000000000000004,123,5.300000000000001
2023,1,1,0,30,26.5,0.64,0.083,0.64,0,0,0,0,7,23.8,0,0,0,0,0.269,85.33,139.91,0.9500000000000001,0.16,1012,3.9000000000000004,122,5.2
2023,1,1,1,0,26.400000000000002,0.64,0.09,0.64,0,0,0,0,7,23.8,0,0,0,0,0.269,85.68,144.6,0.9500000000000001,0.16,1011,3.9000000000000004,121,5.2
2023,1,1,1,30,26.3,0.64,0.09,0.64,0,0,0,0,8,23.8,0,0,0,0,0.268,86.19,148.28,0.9500000000000001,0.16,1011,3.9000000000000004,119,5
2023,1,1,2,0,26.3,0.65,0.094,0.64,0,0,0,0,7,23.8,0,0,0,0,0.268,86.15,150.57,0.9500000000000001,0.16,1011,3.9000000000000004,118,4.9
2023,1,1,2,30,26.200000000000003,0.65,0.094,0.64,0,0,0,0,7,23.8,0,0,0,0,0.268,86.57000000000001,151.13,0.9500000000000001,0.16,1010,4,117,4.800000000000001
2023,1,1,3,0,26.200000000000003,0.65,0.096,0.64,0,0,0,0,7,23.8,0,0,0,0,0.268,86.53,149.87,0.9500000000000001,0.16,1010,4,116,4.7
2023,1,1,3,30,26.1,0.65,0.096,0.64,0,0,0,0,7,23.8,0,0,0,0,0.268,86.95,146.98,0.9500000000000001,0.16,1009,4,116,4.6000000000000005
2023,1,1,4,0,26.1,0.64,0.097,0.64,0,0,0,0,7,23.8,0,0,0,0,0.267,86.92,142.86,0.9500000000000001,0.16,1009,4,115,4.5
2023,1,1,4,30,26,0.64,0.097,0.64,0,0,0,0,7,23.700000000000003,0,0,0,0,0.267,87.43,137.85,0.9500000000000001,0.16,1009,4.1000000000000005,115,4.4
