Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9436917,-,-,-,-5.8,-35.21,0,37,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2022,1,1,0,0,27.3,0.51,0.096,0.64,0,0,0,0,1,24.1,0,0,0,0,0.258,82.66,134.5,0.9500000000000001,0.16,1010,4.3,108,5
2022,1,1,0,30,27.200000000000003,0.51,0.096,0.64,0,0,0,0,1,24.1,0,0,0,0,0.258,83.15,139.9,0.9500000000000001,0.16,1010,4.4,109,5
2022,1,1,1,0,27.200000000000003,0.5,0.098,0.64,0,0,0,0,1,24.1,0,0,0,0,0.259,83.26,144.6,0.9500000000000001,0.16,1010,4.4,110,5
2022,1,1,1,30,27.1,0.5,0.098,0.64,0,0,0,0,1,24.1,0,0,0,0,0.258,83.75,148.29,0.96,0.16,1010,4.4,110,4.9
2022,1,1,2,0,27,0.5,0.1,0.64,0,0,0,0,3,24.1,0,0,0,0,0.258,84.27,150.59,0.96,0.16,1009,4.4,111,4.9
2022,1,1,2,30,27,0.5,0.1,0.64,0,0,0,0,1,24.1,0,0,0,0,0.258,84.27,151.15,0.96,0.16,1009,4.4,112,4.9
2022,1,1,3,0,26.900000000000002,0.49,0.10300000000000001,0.64,0,0,0,0,1,24.1,0,0,0,0,0.258,84.77,149.89000000000001,0.96,0.16,1009,4.4,112,4.9
2022,1,1,3,30,26.900000000000002,0.49,0.10300000000000001,0.64,0,0,0,0,3,24.1,0,0,0,0,0.258,84.77,147.01,0.96,0.16,1009,4.4,113,5
2022,1,1,4,0,26.8,0.48,0.10300000000000001,0.64,0,0,0,0,3,24.1,0,0,0,0,0.258,85.26,142.89000000000001,0.96,0.16,1009,4.4,113,5
2022,1,1,4,30,26.8,0.48,0.10300000000000001,0.64,0,0,0,0,1,24.1,0,0,0,0,0.258,85.26,137.89000000000001,0.96,0.16,1009,4.4,113,5
2022,1,1,5,0,26.700000000000003,0.47000000000000003,0.10300000000000001,0.64,0,0,0,0,1,24.1,0,0,0,0,0.258,85.68,132.29,0.96,0.16,1008,4.4,113,5
2022,1,1,5,30,26.700000000000003,0.47000000000000003,0.10300000000000001,0.64,0,0,0,0,1,24.1,0,0,0,0,0.258,85.76,126.27,0.96,0.16,1009,4.4,113,5.1000000000000005
2022,1,1,6,0,26.6,0.46,0.105,0.64,0,0,0,0,7,24.1,0,0,0,0,0.258,86.4,119.98,0.96,0.16,1009,4.4,113,5.1000000000000005
2022,1,1,6,30,26.6,0.46,0.105,0.64,0,0,0,0,1,24.1,0,0,0,0,0.257,86.4,113.48,0.96,0.16,1009,4.5,113,5.2
2022,1,1,7,0,26.6,0.43,0.107,0.64,0,0,0,0,8,24.200000000000003,0,0,0,0,0.257,86.57000000000001,106.85000000000001,0.96,0.16,1009,4.5,113,5.300000000000001
2022,1,1,7,30,26.700000000000003,0.43,0.107,0.64,0,0,0,0,8,24.200000000000003,0,0,0,0,0.257,86.06,100.11,0.96,0.16,1009,4.4,112,5.4
2022,1,1,8,0,26.700000000000003,0.41000000000000003,0.108,0.64,0,0,0,0,8,24.200000000000003,0,0,0,0,0.257,86.21000000000001,93.3,0.97,0.16,1009,4.4,111,5.6000000000000005
2022,1,1,8,30,27.1,0.41000000000000003,0.108,0.64,27,124,35,7,3,24.200000000000003,24,0,7,24,0.256,84.3,86.24,0.97,0.16,1010,4.4,109,5.9
2022,1,1,9,0,27.400000000000002,0.41000000000000003,0.106,0.64,58,392,130,0,7,24.200000000000003,97,103,0,116,0.256,82.53,79.46000000000001,0.97,0.16,1010,4.4,108,6.2
2022,1,1,9,30,27.8,0.41000000000000003,0.106,0.64,79,562,247,0,8,24.200000000000003,131,360,0,239,0.256,80.63,72.60000000000001,0.97,0.16,1010,4.3,108,6.4
2022,1,1,10,0,28.3,0.41000000000000003,0.108,0.64,94,668,369,0,7,23.900000000000002,176,355,0,322,0.256,77.13,65.72,0.97,0.16,1010,4.3,107,6.6000000000000005
2022,1,1,10,30,28.6,0.41000000000000003,0.108,0.64,106,742,489,0,8,23.900000000000002,184,490,0,437,0.256,75.8,58.86,0.97,0.16,1010,4.3,108,6.6000000000000005
2022,1,1,11,0,29,0.41000000000000003,0.107,0.64,114,798,605,0,7,23.700000000000003,189,531,0,516,0.255,73.26,52.050000000000004,0.97,0.16,1011,4.2,108,6.7
2022,1,1,11,30,29.3,0.41000000000000003,0.107,0.64,122,837,710,0,7,23.700000000000003,191,698,0,682,0.255,72,45.33,0.97,0.16,1011,4.2,109,6.800000000000001
2022,1,1,12,0,29.6,0.41000000000000003,0.117,0.64,132,857,800,0,7,23.6,228,582,0,681,0.255,70.21000000000001,38.77,0.96,0.16,1011,4.2,109,6.800000000000001
2022,1,1,12,30,29.8,0.41000000000000003,0.117,0.64,137,880,880,0,7,23.6,279,584,0,772,0.254,69.41,32.46,0.96,0.16,1011,4.1000000000000005,110,6.800000000000001
2022,1,1,13,0,30,0.41000000000000003,0.12,0.64,142,893,941,0,7,23.5,267,584,0,789,0.254,68.3,26.61,0.96,0.16,1010,4.1000000000000005,111,6.800000000000001
2022,1,1,13,30,30.200000000000003,0.41000000000000003,0.12,0.64,145,904,985,0,8,23.5,269,649,0,873,0.253,67.53,21.6,0.96,0.16,1010,4.1000000000000005,111,6.800000000000001
2022,1,1,14,0,30.3,0.4,0.122,0.64,148,909,1011,0,8,23.5,253,665,0,884,0.253,66.94,18.150000000000002,0.96,0.16,1010,4,112,6.800000000000001
2022,1,1,14,30,30.3,0.4,0.122,0.64,148,910,1017,0,8,23.5,251,690,0,910,0.253,66.94,17.22,0.96,0.16,1010,4,112,6.7
2022,1,1,15,0,30.400000000000002,0.39,0.123,0.64,148,907,1005,0,1,23.400000000000002,148,907,0,1005,0.252,66.45,19.19,0.96,0.16,1009,3.9000000000000004,111,6.7
2022,1,1,15,30,30.3,0.39,0.123,0.64,146,900,973,0,8,23.400000000000002,261,673,0,880,0.252,66.83,23.32,0.96,0.16,1009,3.9000000000000004,111,6.7
2022,1,1,16,0,30.200000000000003,0.39,0.124,0.64,144,886,921,0,7,23.400000000000002,310,541,0,785,0.253,67.14,28.71,0.96,0.16,1009,3.9000000000000004,111,6.6000000000000005
2022,1,1,16,30,30.1,0.39,0.124,0.64,140,870,854,0,1,23.400000000000002,140,870,0,854,0.253,67.46000000000001,34.76,0.96,0.16,1008,3.8000000000000003,111,6.6000000000000005
2022,1,1,17,0,29.900000000000002,0.4,0.126,0.64,135,843,770,0,7,23.400000000000002,323,288,0,540,0.253,68.22,41.18,0.9500000000000001,0.16,1008,3.8000000000000003,111,6.6000000000000005
2022,1,1,17,30,29.6,0.4,0.126,0.64,128,809,672,0,8,23.400000000000002,309,300,0,511,0.253,69.4,47.81,0.9500000000000001,0.16,1008,3.8000000000000003,111,6.5
2022,1,1,18,0,29.400000000000002,0.4,0.162,0.64,135,725,555,0,7,23.5,228,371,0,443,0.253,70.45,54.57,0.9500000000000001,0.16,1008,3.8000000000000003,112,6.4
2022,1,1,18,30,29.1,0.4,0.162,0.64,123,658,438,0,7,23.5,239,138,0,305,0.254,71.67,61.4,0.9500000000000001,0.16,1008,3.8000000000000003,112,6.300000000000001
